year,month,day,Client File Number,Food Provided for,Food Pounds,Clothing Items,Come Again,Number of Visits before,Days Since Last Visit,Avg Food Provided For Before,Avg Food Pounds Before,Avg Clothing Items Before
2014,11,10,1357,1,15,10,1,6,732,1.6666666666666667,15,5
2015,2,12,1357,1,15,10,1,7,97,1.5714285714285714,15,5.714285714285714
2015,3,2,1357,1,15,8,1,8,20,1.5,15,6.25
2015,7,16,1357,1,15,5,1,9,134,1.4444444444444444,15,6.444444444444445
2015,8,13,1357,1,15,6,1,10,27,1.4,15,6.3
2015,10,13,1357,1,15,3,1,11,60,1.3636363636363635,15,6.2727272727272725
2016,1,6,1357,1,15,3,1,12,88,1.3333333333333333,15,6
2016,2,18,1357,1,15,7,1,13,42,1.3076923076923077,15,5.769230769230769
2016,5,25,1357,1,15,6,1,14,97,1.2857142857142858,15,5.857142857142857
2016,6,30,1357,1,15,4,1,15,35,1.2666666666666666,15,5.866666666666666
2017,3,8,1357,1,15,8,1,16,253,1.25,15,5.75
2017,7,10,1357,3,25,9,0,17,122,1.2352941176470589,15,5.882352941176471
2009,2,26,1359,2,15,15,0,0,0,0,0,0
2007,4,26,1363,3,20,3,1,0,0,0,0,0
2007,6,4,1363,3,25,0,1,1,38,3,20,3
2007,8,13,1363,3,25,0,1,2,69,3,22.5,1.5
2007,10,1,1363,3,20,0,1,3,48,3,23.333333333333332,1
2008,1,14,1363,3,20,0,1,4,108,3,22.5,0.75
2008,2,18,1363,3,20,0,1,5,34,3,22,0.6
2008,5,12,1363,3,20,0,1,6,84,3,21.666666666666668,0.5
2008,6,24,1363,3,20,3,1,7,42,3,21.428571428571427,0.42857142857142855
2008,7,29,1363,3,20,0,1,8,35,3,21.25,0.75
2008,8,18,1363,3,20,5,1,9,19,3,21.11111111111111,0.6666666666666666
2008,9,8,1363,3,20,3,1,10,20,3,21,1.1
2008,11,3,1363,3,20,4,1,11,55,3,20.90909090909091,1.2727272727272727
2009,3,9,1363,0,0,4,1,12,131,3,20.833333333333332,1.5
2009,10,1,1363,4,25,0,1,13,202,2.769230769230769,19.23076923076923,1.6923076923076923
2009,10,5,1363,2,15,1,1,14,4,2.857142857142857,19.642857142857142,1.5714285714285714
2009,12,7,1363,2,15,4,1,15,62,2.8,19.333333333333332,1.5333333333333334
2009,12,28,1363,0,0,4,1,16,21,2.75,19.0625,1.6875
2010,2,8,1363,2,15,0,1,17,45,2.588235294117647,17.941176470588236,1.8235294117647058
2010,3,11,1363,2,15,4,1,18,33,2.5555555555555554,17.77777777777778,1.7222222222222223
2010,8,30,1363,2,20,4,1,19,169,2.526315789473684,17.63157894736842,1.8421052631578947
2010,11,2,1363,2,20,2,1,20,62,2.5,17.75,1.95
2010,11,30,1363,2,20,2,1,21,28,2.4761904761904763,17.857142857142858,1.9523809523809523
2011,2,7,1363,2,20,4,1,22,72,2.4545454545454546,17.954545454545453,1.9545454545454546
2013,6,13,1363,3,25,5,1,23,856,2.4347826086956523,18.043478260869566,2.0434782608695654
2013,7,15,1363,3,25,0,0,24,32,2.4583333333333335,18.333333333333332,2.1666666666666665
2007,9,4,1366,4,25,3,1,0,0,0,0,0
2008,4,7,1366,4,25,0,1,1,218,4,25,3
2008,6,9,1366,4,25,4,1,2,62,4,25,1.5
2008,11,18,1366,4,25,4,1,3,159,4,25,2.3333333333333335
2010,8,17,1366,6,50,8,0,4,639,4,25,2.75
2018,3,6,1370,1,1831,5,0,0,0,0,0,0
2007,7,19,1374,1,10,7,1,0,0,0,0,0
2018,3,20,1374,1,18,2,0,1,3896,1,10,7
2017,3,23,1375,1,15,6,1,0,0,0,0,0
2017,5,16,1375,1,15,4,1,1,53,1,15,6
2017,7,13,1375,1,15,3,1,2,57,1,15,5
2018,9,10,1375,1,18,5,1,3,422,1,15,4.333333333333333
2018,12,6,1375,1,18,3,1,4,86,1,15.75,4.5
2019,1,17,1375,1,18,4,1,5,46,1,16.2,4.2
2019,7,11,1375,1,18,3,0,6,174,1,16.5,4.166666666666667
2008,7,31,1383,2,15,0,1,0,0,0,0,0
2009,2,26,1383,2,15,7,0,1,210,2,15,0
2007,5,22,1391,0,0,1,1,0,0,0,0,0
2007,7,17,1391,0,0,8,1,1,55,0,0,1
2007,10,24,1391,0,0,5,1,2,97,0,0,4.5
2007,11,13,1391,0,0,3,1,3,19,0,0,4.666666666666667
2008,7,1,1391,0,0,5,1,4,233,0,0,4.25
2008,7,31,1391,0,0,3,0,5,30,0,0,4.4
2007,11,8,1394,1,10,2,1,0,0,0,0,0
2009,6,25,1394,1,10,1,1,1,597,1,10,2
2009,9,9,1394,0,0,2,1,2,74,1,10,1.5
2009,9,16,1394,0,0,4,1,3,7,0.6666666666666666,6.666666666666667,1.6666666666666667
2009,10,14,1394,0,0,1,0,4,28,0.5,5,2.25
2007,11,15,1401,0,0,3,1,0,0,0,0,0
2016,10,27,1401,0,0,3,1,1,3267,0,0,3
2019,2,6,1401,1,18,3,0,2,834,0,0,3
2009,9,24,1403,1,10,3,1,0,0,0,0,0
2009,10,7,1403,0,0,8,1,1,13,1,10,3
2009,10,28,1403,1,10,8,1,2,21,0.5,5,5.5
2009,11,18,1403,0,0,4,1,3,20,0.6666666666666666,6.666666666666667,6.333333333333333
2009,11,24,1403,1,10,5,1,4,6,0.5,5,5.75
2009,12,29,1403,1,10,2,1,5,35,0.6,6,5.6
2010,1,13,1403,1,10,0,0,6,19,0.6666666666666666,6.666666666666667,5
2009,6,18,1407,2,15,11,1,0,0,0,0,0
2009,8,12,1407,2,15,10,1,1,54,2,15,11
2019,7,3,1407,0,0,4,0,2,3611,2,15,10.5
2011,2,1,1410,2,20,0,1,0,0,0,0,0
2014,4,24,1410,2,20,6,1,1,1178,2,20,0
2017,1,16,1410,2,20,9,0,2,997,2,20,3
2008,6,9,1416,5,30,0,0,0,0,0,0,0
2007,4,10,1418,2,15,18,1,0,0,0,0,0
2007,5,10,1418,2,15,18,1,1,30,2,15,18
2007,6,7,1418,2,15,10,1,2,27,2,15,18
2007,7,17,1418,2,15,21,1,3,40,2,15,15.333333333333334
2007,8,21,1418,2,15,0,1,4,34,2,15,16.75
2007,9,25,1418,2,15,10,1,5,34,2,15,13.4
2007,10,23,1418,2,15,19,1,6,28,2,15,12.833333333333334
2007,11,20,1418,2,15,10,1,7,27,2,15,13.714285714285714
2008,1,8,1418,2,15,8,1,8,53,2,15,13.25
2008,2,14,1418,2,15,13,1,9,36,2,15,12.666666666666666
2008,3,11,1418,2,15,14,1,10,27,2,15,12.7
2008,4,15,1418,2,15,1,1,11,34,2,15,12.818181818181818
2008,5,13,1418,2,15,7,1,12,28,2,15,11.833333333333334
2008,6,17,1418,2,15,18,1,13,34,2,15,11.461538461538462
2008,9,23,1418,2,15,6,1,14,96,2,15,11.928571428571429
2008,12,2,1418,4,25,5,1,15,69,2,15,11.533333333333333
2009,1,29,1418,3,20,7,1,16,62,2.125,15.625,11.125
2009,3,24,1418,3,20,0,1,17,55,2.176470588235294,15.882352941176471,10.882352941176471
2009,5,7,1418,3,20,8,1,18,43,2.2222222222222223,16.11111111111111,10.277777777777779
2009,7,7,1418,3,20,4,1,19,60,2.263157894736842,16.31578947368421,10.157894736842104
2009,8,26,1418,3,20,1,1,20,49,2.3,16.5,9.85
2009,9,17,1418,3,20,4,1,21,21,2.3333333333333335,16.666666666666668,9.428571428571429
2009,11,4,1418,0,0,7,1,22,47,2.3636363636363638,16.818181818181817,9.181818181818182
2009,12,8,1418,3,20,0,1,23,34,2.260869565217391,16.08695652173913,9.08695652173913
2010,1,26,1418,3,20,0,1,24,53,2.2916666666666665,16.25,8.708333333333334
2010,3,18,1418,3,20,6,1,25,52,2.32,16.4,8.36
2010,5,5,1418,3,20,3,1,26,47,2.3461538461538463,16.53846153846154,8.26923076923077
2010,6,17,1418,3,20,10,1,27,42,2.3703703703703702,16.666666666666668,8.074074074074074
2010,7,29,1418,3,25,0,1,28,42,2.392857142857143,16.785714285714285,8.142857142857142
2010,10,20,1418,3,25,6,1,29,81,2.413793103448276,17.06896551724138,7.862068965517241
2010,11,17,1418,3,25,10,1,30,27,2.433333333333333,17.333333333333332,7.8
2010,12,21,1418,3,25,0,1,31,34,2.4516129032258065,17.580645161290324,7.870967741935484
2011,1,27,1418,3,25,0,1,32,41,2.46875,17.8125,7.625
2011,3,1,1418,3,25,4,1,33,34,2.484848484848485,18.03030303030303,7.393939393939394
2011,4,12,1418,3,25,0,1,34,41,2.5,18.235294117647058,7.294117647058823
2011,5,17,1418,3,25,0,1,35,35,2.5142857142857142,18.428571428571427,7.085714285714285
2011,6,14,1418,3,25,0,1,36,27,2.5277777777777777,18.61111111111111,6.888888888888889
2011,7,11,1418,3,25,3,1,37,27,2.5405405405405403,18.783783783783782,6.702702702702703
2011,8,17,1418,3,25,2,1,38,36,2.5526315789473686,18.94736842105263,6.605263157894737
2011,11,30,1418,3,25,5,1,39,103,2.5641025641025643,19.102564102564102,6.487179487179487
2012,1,30,1418,1,15,0,1,40,65,2.575,19.25,6.45
2012,8,13,1418,0,0,0,1,41,193,2.5365853658536586,19.146341463414632,6.2926829268292686
2012,11,21,1418,3,25,3,0,42,98,2.4761904761904763,18.69047619047619,6.142857142857143
2007,4,3,1422,0,0,13,1,0,0,0,0,0
2007,5,1,1422,0,0,4,1,1,28,0,0,13
2007,6,5,1422,0,0,5,1,2,34,0,0,8.5
2007,7,3,1422,0,0,8,1,3,28,0,0,7.333333333333333
2007,8,2,1422,0,0,13,1,4,29,0,0,7.5
2007,9,4,1422,0,0,8,1,5,32,0,0,8.6
2007,10,2,1422,0,0,15,1,6,28,0,0,8.5
2007,11,1,1422,0,0,7,1,7,29,0,0,9.428571428571429
2007,12,4,1422,0,0,6,1,8,33,0,0,9.125
2008,1,3,1422,0,0,8,1,9,34,0,0,8.777777777777779
2008,4,1,1422,0,0,7,1,10,88,0,0,8.7
2008,5,6,1422,0,0,9,1,11,35,0,0,8.545454545454545
2008,6,3,1422,0,0,9,1,12,27,0,0,8.583333333333334
2008,7,1,1422,0,0,4,1,13,28,0,0,8.615384615384615
2008,9,4,1422,0,0,9,1,14,63,0,0,8.285714285714286
2008,10,1,1422,0,0,10,1,15,27,0,0,8.333333333333334
2008,11,4,1422,0,0,10,1,16,33,0,0,8.4375
2010,7,28,1422,1,15,12,1,17,634,0,0,8.529411764705882
2010,9,9,1422,1,15,8,1,18,41,0.05555555555555555,0.8333333333333334,8.722222222222221
2010,10,5,1422,1,15,10,1,19,26,0.10526315789473684,1.5789473684210527,8.68421052631579
2010,11,8,1422,1,15,10,1,20,33,0.15,2.25,8.75
2010,12,6,1422,1,15,10,1,21,28,0.19047619047619047,2.857142857142857,8.80952380952381
2011,1,10,1422,0,0,13,1,22,39,0.22727272727272727,3.409090909090909,8.863636363636363
2011,2,2,1422,1,15,10,1,23,22,0.21739130434782608,3.260869565217391,9.043478260869565
2011,3,1,1422,1,15,8,1,24,29,0.25,3.75,9.083333333333334
2011,4,12,1422,1,15,10,1,25,41,0.28,4.2,9.04
2011,5,11,1422,1,15,7,1,26,29,0.3076923076923077,4.615384615384615,9.076923076923077
2011,8,1,1422,1,15,9,1,27,80,0.3333333333333333,5,9
2011,9,1,1422,1,15,9,1,28,30,0.35714285714285715,5.357142857142857,9
2011,11,21,1422,1,15,10,1,29,80,0.3793103448275862,5.689655172413793,9
2011,12,19,1422,1,15,10,1,30,28,0.4,6,9.033333333333333
2012,1,24,1422,1,15,10,1,31,40,0.41935483870967744,6.290322580645161,9.064516129032258
2012,3,1,1422,1,15,10,1,32,37,0.4375,6.5625,9.09375
2012,4,2,1422,1,15,10,1,33,31,0.45454545454545453,6.818181818181818,9.121212121212121
2012,5,2,1422,1,15,10,1,34,30,0.47058823529411764,7.0588235294117645,9.147058823529411
2012,6,5,1422,1,15,0,1,35,33,0.4857142857142857,7.285714285714286,9.17142857142857
2012,7,10,1422,1,15,9,1,36,35,0.5,7.5,8.916666666666666
2012,9,5,1422,1,15,8,1,37,55,0.5135135135135135,7.702702702702703,8.91891891891892
2012,10,8,1422,1,15,9,1,38,33,0.5263157894736842,7.894736842105263,8.894736842105264
2012,11,7,1422,1,15,7,1,39,29,0.5384615384615384,8.076923076923077,8.897435897435898
2012,12,17,1422,1,15,7,1,40,40,0.55,8.25,8.85
2013,2,6,1422,1,15,10,1,41,54,0.5609756097560976,8.414634146341463,8.804878048780488
2013,3,4,1422,1,15,10,1,42,28,0.5714285714285714,8.571428571428571,8.833333333333334
2013,4,9,1422,1,15,6,1,43,35,0.5813953488372093,8.720930232558139,8.86046511627907
2013,5,28,1422,1,15,10,1,44,49,0.5909090909090909,8.863636363636363,8.795454545454545
2013,6,27,1422,1,15,6,1,45,29,0.6,9,8.822222222222223
2013,9,9,1422,1,15,8,1,46,72,0.6086956521739131,9.130434782608695,8.76086956521739
2013,10,10,1422,1,15,7,1,47,31,0.6170212765957447,9.25531914893617,8.74468085106383
2013,11,11,1422,1,15,8,1,48,31,0.625,9.375,8.708333333333334
2013,12,19,1422,1,15,4,1,49,38,0.6326530612244898,9.489795918367347,8.693877551020408
2014,1,20,1422,1,15,8,0,50,36,0.64,9.6,8.6
2014,5,8,1434,1,15,3,0,0,0,0,0,0
2017,8,1,1443,0,0,5,1,0,0,0,0,0
2017,8,17,1443,0,0,6,1,1,16,0,0,5
2017,8,31,1443,0,0,4,1,2,14,0,0,5.5
2017,9,13,1443,0,0,6,0,3,12,0,0,5
2009,12,9,1444,0,0,5,1,0,0,0,0,0
2017,10,17,1444,1,18,2,0,1,2868,0,0,5
2007,6,21,1460,1,10,0,1,0,0,0,0,0
2007,11,15,1460,1,10,3,1,1,144,1,10,0
2008,3,27,1460,2,15,5,1,2,137,1,10,1.5
2008,5,22,1460,2,15,6,1,3,55,1.3333333333333333,11.666666666666666,2.6666666666666665
2008,6,26,1460,2,15,5,1,4,34,1.5,12.5,3.5
2008,7,31,1460,2,15,3,1,5,35,1.6,13,3.8
2008,8,28,1460,2,15,4,1,6,27,1.6666666666666667,13.333333333333334,3.6666666666666665
2008,10,23,1460,1,10,3,1,7,55,1.7142857142857142,13.571428571428571,3.7142857142857144
2008,12,10,1460,1,10,6,1,8,47,1.625,13.125,3.625
2009,1,15,1460,1,10,13,1,9,40,1.5555555555555556,12.777777777777779,3.888888888888889
2009,3,25,1460,1,10,0,1,10,70,1.5,12.5,4.8
2009,3,26,1460,1,10,4,1,11,1,1.4545454545454546,12.272727272727273,4.363636363636363
2009,5,28,1460,1,10,10,1,12,62,1.4166666666666667,12.083333333333334,4.333333333333333
2009,6,25,1460,1,10,5,1,13,27,1.3846153846153846,11.923076923076923,4.769230769230769
2009,7,30,1460,1,10,1,1,14,35,1.3571428571428572,11.785714285714286,4.785714285714286
2009,8,27,1460,1,10,8,1,15,27,1.3333333333333333,11.666666666666666,4.533333333333333
2009,10,15,1460,2,15,15,1,16,48,1.3125,11.5625,4.75
2009,12,17,1460,1,10,7,1,17,62,1.3529411764705883,11.764705882352942,5.352941176470588
2010,1,28,1460,1,10,10,1,18,46,1.3333333333333333,11.666666666666666,5.444444444444445
2010,3,18,1460,1,10,13,1,19,50,1.3157894736842106,11.578947368421053,5.684210526315789
2010,6,10,1460,1,10,13,1,20,82,1.3,11.5,6.05
2010,7,22,1460,1,15,6,1,21,42,1.2857142857142858,11.428571428571429,6.380952380952381
2010,8,30,1460,0,0,11,1,22,38,1.2727272727272727,11.590909090909092,6.363636363636363
2010,9,27,1460,1,15,5,1,23,27,1.2173913043478262,11.08695652173913,6.565217391304348
2010,11,30,1460,1,15,6,1,24,63,1.2083333333333333,11.25,6.5
2011,1,5,1460,1,15,9,1,25,40,1.2,11.4,6.48
2011,5,26,1460,1,15,9,1,26,141,1.1923076923076923,11.538461538461538,6.576923076923077
2011,9,20,1460,1,15,3,1,27,114,1.1851851851851851,11.666666666666666,6.666666666666667
2011,11,29,1460,1,15,7,0,28,69,1.1785714285714286,11.785714285714286,6.535714285714286
2007,5,29,1480,6,40,35,1,0,0,0,0,0
2007,7,26,1480,6,40,48,1,1,57,6,40,35
2007,8,30,1480,6,40,0,1,2,34,6,40,41.5
2007,10,30,1480,7,50,40,1,3,60,6,40,27.666666666666668
2008,3,27,1480,7,50,18,1,4,152,6.25,42.5,30.75
2008,5,27,1480,6,40,26,1,5,60,6.4,44,28.2
2008,7,24,1480,6,40,58,1,6,57,6.333333333333333,43.333333333333336,27.833333333333332
2008,12,30,1480,6,40,25,1,7,156,6.285714285714286,42.857142857142854,32.142857142857146
2009,7,29,1480,6,40,45,1,8,214,6.25,42.5,31.25
2009,8,27,1480,6,40,35,1,9,28,6.222222222222222,42.22222222222222,32.77777777777778
2009,9,29,1480,6,40,40,1,10,32,6.2,42,33
2009,12,23,1480,6,40,16,1,11,84,6.181818181818182,41.81818181818182,33.63636363636363
2010,3,24,1480,6,40,75,1,12,96,6.166666666666667,41.666666666666664,32.166666666666664
2010,9,30,1480,6,50,27,1,13,186,6.153846153846154,41.53846153846154,35.46153846153846
2011,4,7,1480,0,0,25,1,14,192,6.142857142857143,42.142857142857146,34.857142857142854
2011,8,11,1480,6,50,18,0,15,124,5.733333333333333,39.333333333333336,34.2
2010,5,25,1489,3,20,0,1,0,0,0,0,0
2010,8,12,1489,3,25,10,1,1,77,3,20,0
2012,2,14,1489,3,25,15,1,2,552,3,22.5,5
2012,4,23,1489,3,25,20,0,3,69,3,23.333333333333332,8.333333333333334
2010,2,24,1494,0,0,1,0,0,0,0,0,0
2008,2,21,1501,3,20,20,1,0,0,0,0,0
2008,4,10,1501,3,20,16,0,1,49,3,20,20
2008,3,13,1509,0,0,11,1,0,0,0,0,0
2008,10,14,1509,1,10,7,1,1,211,0,0,11
2008,11,18,1509,1,10,16,1,2,34,0.5,5,9
2009,1,8,1509,1,10,7,1,3,55,0.6666666666666666,6.666666666666667,11.333333333333334
2009,3,26,1509,1,10,43,1,4,78,0.75,7.5,10.25
2012,2,27,1509,1,15,6,1,5,1066,0.8,8,16.8
2012,3,22,1509,2,20,7,1,6,25,0.8333333333333334,9.166666666666666,15
2012,6,25,1509,2,20,0,0,7,93,1,10.714285714285714,13.857142857142858
2007,10,4,1513,0,0,2,1,0,0,0,0,0
2007,10,17,1513,0,0,5,1,1,13,0,0,2
2007,10,24,1513,0,0,2,1,2,7,0,0,3.5
2008,1,17,1513,1,10,8,1,3,88,0,0,3
2008,2,21,1513,1,10,6,1,4,34,0.25,2.5,4.25
2008,3,17,1513,1,10,0,1,5,26,0.4,4,4.6
2008,4,22,1513,1,10,6,1,6,35,0.5,5,3.8333333333333335
2008,5,19,1513,1,10,11,1,7,27,0.5714285714285714,5.714285714285714,4.142857142857143
2008,5,27,1513,0,0,2,1,8,8,0.625,6.25,5
2008,7,7,1513,1,10,9,1,9,40,0.5555555555555556,5.555555555555555,4.666666666666667
2008,10,20,1513,1,10,6,1,10,103,0.6,6,5.1
2008,11,20,1513,1,10,9,1,11,30,0.6363636363636364,6.363636363636363,5.181818181818182
2008,12,10,1513,1,10,9,1,12,20,0.6666666666666666,6.666666666666667,5.5
2009,1,8,1513,1,10,10,1,13,33,0.6923076923076923,6.923076923076923,5.769230769230769
2009,1,27,1513,1,10,9,1,14,19,0.7142857142857143,7.142857142857143,6.071428571428571
2009,3,9,1513,0,0,10,1,15,42,0.7333333333333333,7.333333333333333,6.266666666666667
2009,5,12,1513,1,10,5,1,16,63,0.6875,6.875,6.5
2009,5,18,1513,0,0,16,1,17,6,0.7058823529411765,7.0588235294117645,6.411764705882353
2009,6,1,1513,1,10,8,1,18,13,0.6666666666666666,6.666666666666667,6.944444444444445
2009,6,29,1513,1,10,8,1,19,28,0.6842105263157895,6.842105263157895,7
2009,7,7,1513,0,0,6,1,20,8,0.7,7,7.05
2009,7,13,1513,6,40,4,1,21,6,0.6666666666666666,6.666666666666667,7
2009,7,28,1513,0,0,0,1,22,15,0.9090909090909091,8.181818181818182,6.863636363636363
2009,7,30,1513,0,0,2,1,23,2,0.8695652173913043,7.826086956521739,6.565217391304348
2009,8,6,1513,1,10,0,1,24,6,0.8333333333333334,7.5,6.375
2009,8,13,1513,1,10,2,1,25,7,0.84,7.6,6.12
2009,12,21,1513,1,10,3,1,26,128,0.8461538461538461,7.6923076923076925,5.961538461538462
2011,4,6,1513,1,15,4,1,27,475,0.8518518518518519,7.777777777777778,5.851851851851852
2011,6,20,1513,1,15,8,1,28,74,0.8571428571428571,8.035714285714286,5.785714285714286
2011,7,25,1513,2,20,6,1,29,35,0.8620689655172413,8.275862068965518,5.862068965517241
2011,10,10,1513,2,20,4,1,30,75,0.9,8.666666666666666,5.866666666666666
2011,11,14,1513,3,25,15,1,31,34,0.9354838709677419,9.03225806451613,5.806451612903226
2011,12,27,1513,2,20,10,1,32,43,1,9.53125,6.09375
2012,2,2,1513,1,15,10,1,33,40,1.0303030303030303,9.848484848484848,6.212121212121212
2012,3,26,1513,1,15,14,1,34,54,1.0294117647058822,10,6.323529411764706
2012,8,27,1513,1,15,7,1,35,151,1.0285714285714285,10.142857142857142,6.542857142857143
2013,1,2,1513,1,15,1,1,36,130,1.0277777777777777,10.277777777777779,6.555555555555555
2013,3,13,1513,1,15,9,1,37,71,1.027027027027027,10.405405405405405,6.405405405405405
2013,5,22,1513,1,15,10,1,38,69,1.0263157894736843,10.526315789473685,6.473684210526316
2013,6,25,1513,1,15,8,1,39,33,1.0256410256410255,10.64102564102564,6.564102564102564
2013,7,29,1513,1,15,9,1,40,34,1.025,10.75,6.6
2013,9,3,1513,2,20,5,1,41,34,1.024390243902439,10.853658536585366,6.658536585365853
2013,10,31,1513,2,20,3,1,42,58,1.0476190476190477,11.071428571428571,6.619047619047619
2013,12,10,1513,2,20,15,1,43,39,1.069767441860465,11.279069767441861,6.534883720930233
2014,1,14,1513,1,15,5,1,44,39,1.0909090909090908,11.477272727272727,6.7272727272727275
2014,3,18,1513,1,15,6,1,45,64,1.0888888888888888,11.555555555555555,6.688888888888889
2014,4,21,1513,0,0,1,1,46,33,1.0869565217391304,11.630434782608695,6.673913043478261
2014,6,2,1513,1,15,4,1,47,41,1.0638297872340425,11.382978723404255,6.553191489361702
2014,7,2,1513,1,15,6,1,48,30,1.0625,11.458333333333334,6.5
2014,7,31,1513,1,15,4,1,49,29,1.0612244897959184,11.53061224489796,6.489795918367347
2014,9,9,1513,1,15,4,1,50,38,1.06,11.6,6.44
2014,10,21,1513,1,15,10,1,51,42,1.0588235294117647,11.666666666666666,6.392156862745098
2014,11,20,1513,1,15,2,1,52,29,1.0576923076923077,11.73076923076923,6.461538461538462
2014,12,22,1513,1,15,4,1,53,32,1.0566037735849056,11.79245283018868,6.377358490566038
2015,1,22,1513,1,15,1,1,54,35,1.0555555555555556,11.851851851851851,6.333333333333333
2015,2,19,1513,1,15,5,1,55,27,1.0545454545454545,11.909090909090908,6.236363636363636
2015,3,30,1513,1,15,1,1,56,41,1.0535714285714286,11.964285714285714,6.214285714285714
2015,4,30,1513,1,15,4,1,57,30,1.0526315789473684,12.017543859649123,6.12280701754386
2015,6,16,1513,1,15,7,1,58,46,1.0517241379310345,12.068965517241379,6.086206896551724
2015,7,16,1513,1,15,5,1,59,30,1.0508474576271187,12.11864406779661,6.101694915254237
2015,8,24,1513,1,15,5,1,60,38,1.05,12.166666666666666,6.083333333333333
2015,9,24,1513,1,15,2,1,61,30,1.0491803278688525,12.21311475409836,6.065573770491803
2015,10,22,1513,1,15,3,1,62,28,1.0483870967741935,12.258064516129032,6
2015,11,19,1513,1,15,4,1,63,27,1.0476190476190477,12.301587301587302,5.9523809523809526
2015,12,17,1513,1,15,4,1,64,28,1.046875,12.34375,5.921875
2016,1,14,1513,1,15,2,1,65,32,1.0461538461538462,12.384615384615385,5.892307692307693
2016,2,25,1513,1,15,4,1,66,41,1.0454545454545454,12.424242424242424,5.833333333333333
2016,5,25,1513,1,15,6,1,67,90,1.044776119402985,12.462686567164178,5.8059701492537314
2016,6,30,1513,1,15,4,1,68,35,1.0441176470588236,12.5,5.8088235294117645
2017,2,16,1513,1,15,8,0,69,231,1.0434782608695652,12.53623188405797,5.782608695652174
2008,11,3,1520,6,40,18,1,0,0,0,0,0
2010,1,6,1520,6,40,17,0,1,433,6,40,18
2009,9,23,1535,4,25,1,1,0,0,0,0,0
2009,10,20,1535,1,10,10,1,1,27,4,25,1
2009,12,23,1535,1,10,6,1,2,63,2.5,17.5,5.5
2010,2,10,1535,1,10,8,1,3,52,2,15,5.666666666666667
2011,11,10,1535,1,15,8,1,4,635,1.75,13.75,6.25
2012,6,13,1535,1,15,9,0,5,218,1.6,14,6.6
2010,9,13,1540,3,25,14,1,0,0,0,0,0
2017,8,2,1540,3,25,19,0,1,2514,3,25,14
2009,10,15,1546,1,10,0,1,0,0,0,0,0
2011,8,16,1546,1,15,0,0,1,671,1,10,0
2018,11,8,1547,1,18,3,1,0,0,0,0,0
2018,11,20,1547,0,0,3,1,1,12,1,18,3
2018,12,13,1547,0,0,2,1,2,23,0.5,9,3
2019,1,29,1547,0,0,4,1,3,51,0.3333333333333333,6,2.6666666666666665
2019,2,14,1547,0,0,1,1,4,15,0.25,4.5,3
2019,2,26,1547,0,0,1,1,5,12,0.2,3.6,2.6
2019,4,4,1547,0,0,2,1,6,38,0.16666666666666666,3,2.3333333333333335
2019,4,25,1547,0,0,2,1,7,21,0.14285714285714285,2.5714285714285716,2.2857142857142856
2019,5,16,1547,0,0,2,1,8,21,0.125,2.25,2.25
2019,6,18,1547,0,0,4,0,9,32,0.1111111111111111,2,2.2222222222222223
2019,2,14,1559,1,18,3,0,0,0,0,0,0
2008,5,29,1560,5,30,37,1,0,0,0,0,0
2008,10,2,1560,5,30,40,1,1,123,5,30,37
2009,6,18,1560,5,30,42,1,2,261,5,30,38.5
2009,10,22,1560,5,30,26,1,3,124,5,30,39.666666666666664
2009,11,19,1560,5,30,31,1,4,27,5,30,36.25
2010,7,22,1560,5,45,15,0,5,248,5,30,35.2
2007,5,15,1564,0,0,2,0,0,0,0,0,0
2009,10,28,1570,1,10,0,1,0,0,0,0,0
2010,7,27,1570,1,15,3,0,1,274,1,10,0
2007,7,10,1589,0,0,6,1,0,0,0,0,0
2007,12,4,1589,0,0,4,1,1,144,0,0,6
2009,7,7,1589,0,0,1,1,2,583,0,0,5
2010,6,10,1589,1,10,4,1,3,338,0,0,3.6666666666666665
2011,8,29,1589,0,0,3,1,4,444,0.25,2.5,3.75
2014,3,24,1589,1,15,1,1,5,940,0.2,2,3.6
2014,7,21,1589,1,15,3,1,6,117,0.3333333333333333,4.166666666666667,3.1666666666666665
2016,5,24,1589,1,15,5,1,7,673,0.42857142857142855,5.714285714285714,3.142857142857143
2017,6,19,1589,0,0,2,1,8,390,0.5,6.875,3.375
2017,8,20,1589,0,0,1,1,9,61,0.4444444444444444,6.111111111111111,3.2222222222222223
2017,11,14,1589,0,0,3,1,10,84,0.4,5.5,3
2017,12,14,1589,1,18,2,1,11,30,0.36363636363636365,5,3
2018,1,16,1589,1,18,3,1,12,37,0.4166666666666667,6.083333333333333,2.9166666666666665
2018,2,15,1589,1,18,0,1,13,29,0.46153846153846156,7,2.923076923076923
2018,3,15,1589,1,18,2,1,14,30,0.5,7.785714285714286,2.7142857142857144
2018,4,17,1589,1,18,0,1,15,32,0.5333333333333333,8.466666666666667,2.6666666666666665
2018,6,7,1589,1,18,3,1,16,50,0.5625,9.0625,2.5
2018,7,12,1589,1,18,1,1,17,35,0.5882352941176471,9.588235294117647,2.5294117647058822
2018,9,4,1589,1,18,3,1,18,52,0.6111111111111112,10.055555555555555,2.4444444444444446
2018,10,9,1589,1,18,2,1,19,35,0.631578947368421,10.473684210526315,2.473684210526316
2018,11,8,1589,1,18,2,1,20,29,0.65,10.85,2.45
